ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
097-07-1728|4096753383626452901|Bryan|Burke|M|0387 Victor Prairie|Cochran|GA|31014|32.3981|-83.3229|13756|Prison officer|1974-01-23|238819161631|adults_50up_male_urban.json
335-38-9439|4140064072427056|Joanna|Perez|F|7588 Obrien Burg Apt. 224|Red Oak|IA|51566|41.0079|-95.2269|7035|Health physicist|1957-08-07|346075741461|adults_50up_female_urban.json
169-69-5662|4144527052243590|John|Cooley|M|14115 Cody Fields Suite 540|Mastic Beach|NY|11951|40.7657|-72.8537|13680|Teacher, English as a foreign language|1995-05-10|664246140916|adults_2550_male_urban.json
125-61-5341|502003777336|Joe|Adams|M|046 Ho Rapid|Spring|TX|77389|30.1044|-95.5066|316665|Network engineer|1990-01-19|945182375690|adults_2550_male_urban.json
778-06-1718|3531253218247226|Jason|Thompson|M|6841 Valentine Garden|Los Angeles|CA|90065|34.1073|-118.2266|2383912|Textile designer|1998-06-22|736789389895|adults_2550_male_urban.json
296-30-8930|3568867816878680|Paul|Smith|M|3541 Joyce Walks|Goddard|KS|67052|37.6575|-97.5364|8325|Games developer|2005-01-20|785232506145|young_adults_male_urban.json
423-55-8223|3557906913012786|Courtney|Owens|F|5499 Miller Village|South Dartmouth|MA|02748|41.5665|-70.9843|11442|Geoscientist|1948-11-20|137971698341|adults_50up_female_urban.json
501-04-8879|2586981153674170|Chelsea|Gonzalez|F|70391 Eric Dam|Los Osos|CA|93402|35.3172|-120.8333|14318|Educational psychologist|1977-08-08|11238719517|adults_2550_female_urban.json
332-67-7263|4625471365534329567|Benjamin|Wheeler|M|997 Sean Road|Columbus|OH|43202|40.0201|-83.0118|783285|Research officer, political party|1968-02-09|864539848945|adults_50up_male_urban.json
597-74-5807|3534481030863675|Sara|Jones|F|81045 Paul Junctions|Wayne|PA|19087|40.0612|-75.3999|32225|English as a second language teacher|1962-01-09|16922844979|adults_50up_female_urban.json
639-71-5168|675963412357|David|Green|M|129 Moss Lake|Freeport|NY|11520|40.6536|-73.5866|43341|Archaeologist|1949-12-06|476543859482|adults_50up_male_urban.json
601-39-3415|4981534857096|Jessica|Simon|F|5105 Penny Dam Apt. 718|Jasper|IN|47546|38.3604|-86.9295|21009|Fitness centre manager|1970-05-11|212629198768|adults_50up_female_urban.json
506-35-0622|4975631918405|Ronald|Gomez|M|347 Crosby Rue Apt. 476|Smyrna|GA|30082|33.8631|-84.5382|75810|Pharmacist, hospital|1930-08-30|785685785080|adults_50up_male_urban.json
567-65-6110|4525995440940897|Nicholas|Marks|M|2009 Lucas Crescent|Irvington|NJ|07111|40.7261|-74.2313|53942|Tour manager|1985-03-31|268573659202|adults_2550_male_urban.json
518-09-2653|4586663900640730|Courtney|Rose|F|9929 Jones Village|Stockton|CA|95207|38.0024|-121.3238|357430|Company secretary|1969-09-19|15140686284|adults_50up_female_urban.json
659-22-9064|060477038651|Kyle|Jackson|M|01697 Murphy Courts|Tampa|FL|33626|28.0509|-82.6164|717255|Building services engineer|1988-02-02|125560012104|adults_2550_male_urban.json
504-08-4780|3516317745701549|Ashley|Cervantes|F|51713 Phillips Lock Suite 404|San Diego|CA|92129|32.9652|-117.1213|1241364|Charity officer|1986-02-27|776881432267|adults_2550_female_urban.json
482-31-8845|5486241642341913|Marissa|Velez|F|35114 Tracey Curve Apt. 447|Fort Collins|CO|80524|40.5986|-105.0581|175625|Commercial/residential surveyor|1950-12-03|170895236404|adults_50up_female_urban.json
502-89-2708|6590854293181254|Eric|Meadows|M|45829 Annette Summit Suite 868|Miami|FL|33196|25.6615|-80.441|1737737|Emergency planning/management officer|1999-09-27|255014131614|adults_2550_male_urban.json
236-14-1435|501844646908|Haley|Reeves|F|44623 Jenkins Points Apt. 220|Raleigh|NC|27606|35.7645|-78.7112|489514|Psychotherapist, dance movement|1950-05-12|687665643624|adults_50up_female_urban.json
802-34-9237|3549383288735402|Annette|Smith|F|65281 Odonnell Trail Suite 612|College Park|MD|20740|38.9963|-76.9299|36588|Mudlogger|1968-12-26|696971307509|adults_50up_female_urban.json
480-31-4479|30078256164476|Colin|Diaz|M|807 Berger Mountains|Attica|MI|48412|43.0547|-83.1668|5682|Lighting technician, broadcasting/film/video|1977-07-11|291056805294|adults_2550_male_urban.json
187-51-5749|30506175988807|Rachel|Nichols|F|16466 Derrick Garden Suite 583|Miami|FL|33142|25.813|-80.232|1737737|Clinical molecular geneticist|1931-03-25|588937851307|adults_50up_female_urban.json
220-83-7188|30346910518522|Brandon|Bailey|M|79854 Flynn Corners Suite 373|Portland|OR|97230|45.5472|-122.5001|841711|Radiographer, diagnostic|1960-08-21|50031327197|adults_50up_male_urban.json
048-90-9294|4918459425331734|Richard|Perry|M|9423 Crystal Skyway|Lancaster|TX|75134|32.6161|-96.783|38269|Electrical engineer|1983-01-11|240560657782|adults_2550_male_urban.json
212-61-0486|370697830684614|Sarah|Black|F|269 Knox Fords|Garnett|KS|66032|38.2859|-95.2594|5115|Technical author|1936-02-05|252911069675|adults_50up_female_urban.json
331-96-2756|4850717798999|Teresa|Davis|F|42049 Brown Mews|Webster City|IA|50595|42.4657|-93.8262|9165|Illustrator|1979-07-05|298286583479|adults_2550_female_urban.json
569-67-4230|3576181766310565|Mary|Hayes|F|5997 Rowe Viaduct Suite 049|Canmer|KY|42722|37.2696|-85.7203|714|Environmental consultant|1983-06-25|262750617132|adults_2550_female_rural.json
861-09-9809|3567618172591396|Carlos|Duncan|M|69839 Nicholas Shores|Hope Mills|NC|28348|34.9536|-78.9354|33307|Medical laboratory scientific officer|1951-06-27|721974504279|adults_50up_male_urban.json
374-25-6024|3520894902478156|Karen|Woods|F|5182 Joseph Court Apt. 191|Fort Lauderdale|FL|33351|26.1793|-80.2746|711693|Contracting civil engineer|1998-04-16|147415404036|adults_2550_female_urban.json
703-87-4015|346106973876103|Wendy|Moore|F|174 Martha Path Suite 282|Davison|MI|48423|43.0348|-83.5268|32708|Forensic scientist|1960-11-24|271180764357|adults_50up_female_urban.json
104-89-4476|349981243607075|Ronald|Ross|M|18059 David Falls|Clarksburg|WV|26301|39.2874|-80.3419|30435|Charity officer|1992-09-09|118749843993|adults_2550_male_urban.json
463-21-3838|4190645114385663|Sonia|Bauer|F|713 Obrien Unions Suite 938|Charlotte|NC|28217|35.1714|-80.9084|790689|Chief Financial Officer|1976-08-27|70483493279|adults_2550_female_urban.json
529-16-1736|4715497442552486071|Melanie|Henderson|F|394 Ashley Inlet|Oakland|CA|94609|37.8361|-122.2637|381459|Futures trader|1970-11-20|510256843039|adults_50up_female_urban.json
519-14-1192|4548738174477|Amanda|Cole|F|7610 Dixon Pines|Upland|CA|91786|34.1144|-117.6583|77103|Sales professional, IT|2005-06-05|279835039878|young_adults_female_urban.json
673-56-7251|502076657688|Nicole|Keith|F|699 Humphrey Ville|Omaha|NE|68144|41.2335|-96.1188|518429|Fast food restaurant manager|1973-06-27|435959042442|adults_50up_female_urban.json
358-23-6470|180020953854825|Michael|Waters|M|8601 Richard Place Suite 803|Rock Island|TN|38581|35.7668|-85.6788|4112|Field trials officer|1973-04-19|764328109858|adults_50up_male_urban.json
740-98-5128|4645718622507|Helen|Andrade|F|0938 Schroeder Camp|Palmetto|FL|34221|27.5429|-82.563|39457|Conservation officer, nature|1985-04-10|60859952747|adults_2550_female_urban.json
545-71-1715|30092293363165|Ryan|Rodriguez|M|344 Smith Hollow|Mc Veytown|PA|17051|40.5046|-77.7186|4653|Multimedia specialist|1998-05-26|540539263173|adults_2550_male_urban.json
820-86-9188|4115159433306386|Christian|Ray|M|722 Mike Lock|Beverly Hills|FL|34465|28.9295|-82.4892|15870|Technical sales engineer|1958-10-26|499407769687|adults_50up_male_urban.json
763-23-6168|4965627207753629942|Robert|Gill|M|4724 Hunt Pass|Saint Louis|MO|63113|38.659|-90.2496|927396|Best boy|1968-03-27|806668708303|adults_50up_male_urban.json
268-22-9276|4738364801508590|David|Potter|M|55998 Laura Inlet Apt. 636|Houston|TX|77096|29.6722|-95.4861|2906700|Ambulance person|1983-08-01|925724166970|adults_2550_male_urban.json
462-37-4324|060466563693|David|King|M|653 Donna Pine|Charlotte|NC|28270|35.1355|-80.7669|790689|Dramatherapist|1995-06-03|704232392626|adults_2550_male_urban.json
040-41-7540|4287151922613|Troy|Mcdaniel|M|778 Bailey Shores Suite 451|Kensington|MD|20895|39.0298|-77.0793|19054|Physiotherapist|1973-08-07|554401537926|adults_50up_male_urban.json
365-99-1772|4071061305840|Amy|Hodges|F|04595 Ray Valley|Independence|MO|64055|39.0545|-94.4039|123373|Accounting technician|1976-04-09|705311364411|adults_2550_female_urban.json
394-10-0302|4287927035804228|Joseph|Reid|M|45139 Rojas Trail|Phoenixville|PA|19460|40.1267|-75.5272|40154|Tax inspector|1965-12-12|143066090375|adults_50up_male_urban.json
294-57-6278|4565187756851071|Rebecca|Hogan|F|2603 Lynn Knolls|Covington|LA|70433|30.4876|-90.0959|47736|Presenter, broadcasting|1972-11-18|644403157788|adults_50up_female_urban.json
438-65-8843|4158199003875806|Courtney|Larson|F|175 Sara Springs|College Station|TX|77840|30.6045|-96.3123|105109|Surveyor, building control|1962-12-20|8481809556|adults_50up_female_urban.json
714-24-9896|2225229038558862|Samantha|Torres|F|95659 Robinson Lake Apt. 135|Broken Arrow|OK|74014|36.0544|-95.7223|117553|Associate Professor|1978-11-06|532476014201|adults_2550_female_urban.json
036-33-2842|4510055769785246|Stephanie|Roberts|F|11655 Norman Mount Suite 343|Wethersfield|CT|06109|41.7013|-72.6763|26668|Surveyor, insurance|1974-08-26|784855076948|adults_50up_female_urban.json
686-42-6636|5222238122303990|John|Murphy|M|084 Brandy Pine Apt. 060|Maple Shade|NJ|08052|39.9511|-74.9946|19172|Nurse, learning disability|1961-07-07|858951626757|adults_50up_male_urban.json
786-10-2354|6569379412029207|Carrie|Smith|F|2160 Carlos Manor Apt. 672|Mount Horeb|WI|53572|43.002|-89.7414|9970|Copy|1997-09-14|364908428429|adults_2550_female_urban.json
341-16-3500|6011358608344996|Rebecca|Scott|F|638 Carson Spring|Portland|CT|06480|41.5852|-72.6128|9508|Lawyer|1997-06-14|358643956243|adults_2550_female_urban.json
094-43-2837|4165931053984|Stephanie|Wallace|F|6912 Amber Drive|Palmdale|CA|93550|34.4133|-118.0917|171170|Careers information officer|1976-02-18|981436437015|adults_2550_female_urban.json
335-34-2422|2280707251062805|Thomas|Jones|M|817 Valerie Point Suite 035|Calexico|CA|92231|32.6832|-115.5028|39073|Higher education careers adviser|1969-04-20|447165001025|adults_50up_male_urban.json
518-82-5858|3552962889939887|Michele|Thomas|F|881 Miller Haven|Lady Lake|FL|32162|28.9471|-81.9971|74047|Scientific laboratory technician|2001-05-01|406432676479|young_adults_female_urban.json
311-53-5381|3541728151584592|Cindy|Lawson|F|757 Michael River|Glen Ellen|CA|95442|38.3662|-122.5196|3178|Surveyor, hydrographic|1983-02-09|923090496404|adults_2550_female_urban.json
837-54-9453|4877882827647168|Sean|Garcia|M|7637 John Falls Apt. 575|Cochranton|PA|16314|41.5205|-80.0573|5507|Product manager|2006-05-28|770825531858|young_adults_male_urban.json
337-09-2123|6011525972196927|Laura|Ruiz|F|27714 Sanders Orchard Suite 089|Upland|CA|91786|34.1144|-117.6583|77103|Clinical cytogeneticist|1982-03-04|673502919929|adults_2550_female_urban.json
607-90-6088|4042554954365944|Tiffany|Lawrence|F|9074 Cannon Mission Apt. 376|Peoria|AZ|85345|33.5761|-112.2344|158093|Field trials officer|1976-05-01|888915962776|adults_2550_female_urban.json
159-03-1611|4888237031310763|Anthony|Clark|M|295 Gay Common Suite 705|Omaha|NE|68144|41.2335|-96.1188|518429|Equities trader|1957-05-17|706339630852|adults_50up_male_urban.json
473-26-5802|4767017838210|Phillip|Waters|M|27850 Jaime Extensions Suite 312|Tooele|UT|84074|40.5454|-112.3002|44310|Surveyor, rural practice|1979-05-30|380386031449|adults_2550_male_urban.json
856-42-4135|3565728338532416|Robert|Robinson|M|77788 Collins Pines|Orange Park|FL|32073|30.1637|-81.7291|98816|Armed forces logistics/support/administrative officer|1974-05-27|371836301403|adults_50up_male_urban.json
222-03-8703|2272783657071799|Logan|Green|M|34235 Amanda Meadows|Little Rock|AR|72223|34.7902|-92.5044|214454|Electronics engineer|2006-05-27|13966387056|young_adults_male_urban.json
342-76-0105|3596015305394175|Jane|Blanchard|F|943 Chris Alley|Milwaukee|WI|53206|43.0753|-87.9347|817312|Metallurgist|1968-07-20|626689391309|adults_50up_female_urban.json
733-15-4256|676133539541|Anna|Graham|F|807 Brandon Cliffs Suite 699|Cumberland|MD|21502|39.5992|-78.8444|44400|Planning and development surveyor|1960-08-24|397425586929|adults_50up_female_urban.json
853-97-1617|3551641219318050|Thomas|Anderson|M|119 Emily Row Suite 976|Brighton|MI|48116|42.5371|-83.7756|46134|Accountant, chartered|1980-01-10|192573468634|adults_2550_male_urban.json
715-24-1744|30229221066003|Michael|Woodward|M|66229 Peterson Throughway Apt. 452|San Jose|CA|95136|37.2685|-121.849|973849|Local government officer|1970-04-03|158913105363|adults_50up_male_urban.json
494-12-8790|4579736928099714|Crystal|Carson|F|00247 Olivia Plaza Apt. 979|Elmhurst|IL|60126|41.8927|-87.941|46371|Financial trader|1972-12-25|882137002948|adults_50up_female_urban.json
100-61-5594|6011658665803002|Christopher|Vasquez|M|7243 Griffin Gardens Suite 238|Hogansville|GA|30230|33.1644|-84.9309|9103|Broadcast presenter|1996-02-21|7839377951|adults_2550_male_urban.json
208-42-3901|501852711891|Charles|Davis|M|226 Beverly Ferry Apt. 461|Woodside|NY|11377|40.745|-73.9069|89830|Advice worker|1973-03-29|599152213380|adults_50up_male_urban.json
771-35-1274|30593669775551|Karen|Gates|F|010 Alicia Green|Shelby|NC|28152|35.2689|-81.5337|52833|Financial planner|1983-06-21|401941249016|adults_2550_female_urban.json
420-50-1506|503813459743|Sheila|Patrick|F|4065 Mckee Village|Brooklyn|NY|11230|40.6225|-73.965|2504700|Applications developer|1953-03-29|157397752996|adults_50up_female_urban.json
688-96-6139|4466064521198668|Tammy|Webb|F|7076 Stephanie Creek|Boise|ID|83702|43.6322|-116.2052|255947|Teaching laboratory technician|1990-10-13|973668734754|adults_2550_female_urban.json
095-76-2051|6011536115259332|Erin|Johnson|F|097 John View|Phoenix|AZ|85007|33.4523|-112.0893|1312922|Health and safety adviser|1997-03-18|280787284750|adults_2550_female_urban.json
457-67-1030|6011401012537480|Kevin|Yang|M|430 Carter Island Apt. 622|Crowley|TX|76036|32.5814|-97.3703|22352|Financial risk analyst|1966-07-03|353844090625|adults_50up_male_urban.json
349-82-1488|180051832681493|John|Valdez|M|554 Manuel Terrace Apt. 149|Sevierville|TN|37862|35.8452|-83.5386|50180|Computer games developer|1989-06-07|823938320339|adults_2550_male_urban.json
147-88-7821|4859608072878580968|Courtney|Warren|F|9202 Greene River|Tampa|FL|33637|28.0338|-82.3659|717255|Psychologist, forensic|1979-02-24|552056197662|adults_2550_female_urban.json
066-79-4263|4862857452581798|Donna|Hooper|F|675 Davies Lock Suite 632|Calabasas|CA|91302|34.1419|-118.6641|25709|Ergonomist|2002-06-28|810955760029|young_adults_female_urban.json
265-88-9068|4814652685744|Taylor|Ramirez|F|4844 Bell Mission|Boca Raton|FL|33428|26.3446|-80.2109|210202|Accountant, chartered certified|1976-12-02|640347060654|adults_2550_female_urban.json
810-92-9567|30058188868683|Kimberly|Hamilton|F|986 Ryan Isle|San Antonio|TX|78228|29.4589|-98.5699|1595797|Administrator, arts|1966-01-05|287872390683|adults_50up_female_urban.json
768-97-2952|38658152059276|Jim|Turner|M|942 Jon Tunnel Apt. 498|Littleton|CO|80130|39.5414|-104.9218|320420|Engineer, building services|1967-08-29|223917734854|adults_50up_male_urban.json
724-64-3444|3539688639375746|Christopher|Smith|M|57698 Jeffrey Square Suite 586|Oswego|NY|13126|43.4394|-76.4613|37205|Medical technical officer|1970-12-01|825249446405|adults_50up_male_urban.json
649-66-3005|6532352375348017|Tiffany|Cline|F|232 Andrea Flats Apt. 288|Lake City|FL|32025|30.1601|-82.6396|57683|Haematologist|1959-07-07|881222618385|adults_50up_female_urban.json
182-30-2951|6519065256902325|Gregory|Allen|M|8232 Bates Lock Suite 684|Danvers|MA|01923|42.5694|-70.9425|26342|Barista|1970-05-13|783547353163|adults_50up_male_urban.json
698-97-8040|3583739338150180|Miranda|Beasley|F|054 Kristen Roads|Sanford|NC|27332|35.4469|-79.138|68183|Engineer, civil (consulting)|1981-10-18|156920066641|adults_2550_female_urban.json
190-11-2931|180008224330709|Diane|Adams|F|02220 Valerie Ford|Beverly Hills|FL|34465|28.9295|-82.4892|15870|Investment banker, operational|1953-06-28|422694584843|adults_50up_female_urban.json
096-77-8958|4204189509480642302|Amanda|Lawson|F|21659 Alec Tunnel Suite 781|Newburgh|NY|12550|41.5372|-74.0526|54447|Engineer, energy|1968-03-13|895399517696|adults_50up_female_urban.json
060-07-6366|3597787155500023|Sherry|Hernandez|F|707 Brenda Cape Apt. 366|Atlantic Highlands|NJ|07716|40.4015|-74.0309|8574|Human resources officer|1960-07-23|991484435522|adults_50up_female_urban.json
795-75-3195|4900257423688398|Terri|Cunningham|F|574 Crawford Course Apt. 813|Dearborn|MI|48126|42.3349|-83.1801|98153|Phytotherapist|1964-12-26|376976535468|adults_50up_female_urban.json
218-04-8861|6011673961563630|Stephanie|Horton|F|2179 Shelley Junction|Columbus|OH|43201|39.9952|-83.0047|783285|Tour manager|1944-10-25|890896256292|adults_50up_female_urban.json
874-41-6073|30384839471572|Michael|Harvey|M|227 Page Wells|Missouri City|TX|77459|29.5704|-95.5423|91828|Food technologist|1997-02-07|492524484730|adults_2550_male_urban.json
794-99-2592|6011210901480722|Nancy|Snyder|F|69767 Adam Manor|Galveston|TX|77551|29.2766|-94.8303|49659|Orthoptist|1975-07-13|72245817633|adults_2550_female_urban.json
082-44-2501|6011483062412269|Benjamin|Wang|M|54146 John Alley|Christiansburg|VA|24073|37.1353|-80.4188|29793|Clinical biochemist|1944-05-27|716632348074|adults_50up_male_urban.json
100-14-4955|4635010547540538|Shelly|Carrillo|F|8249 Dorothy Point Apt. 942|Arlington Heights|IL|60004|42.112|-87.9792|79890|Radio broadcast assistant|1992-05-21|178599599166|adults_2550_female_urban.json
362-66-4785|4519489172955722311|Joseph|Castro|M|5665 Karen Streets|Kansas City|MO|64138|38.9528|-94.4705|545147|Psychologist, educational|1981-09-03|889037889323|adults_2550_male_urban.json
079-85-1829|4331977358606076053|Nicole|Hill|F|84871 Heath Creek|Klamath Falls|OR|97603|42.1919|-121.7241|51984|Chartered accountant|1974-11-21|353391687627|adults_50up_female_urban.json
789-95-3517|344327328847308|Luis|Garcia|M|2340 Joseph Station Apt. 082|Sevierville|TN|37862|35.8452|-83.5386|50180|Customer service manager|1932-08-18|44334389829|adults_50up_male_urban.json
399-27-0666|4690553085071|Jeffrey|Taylor|M|92027 Sullivan Estate|Hurt|VA|24563|37.0798|-79.3|5489|Engineer, materials|1940-08-23|929824412793|adults_50up_male_urban.json
898-20-7217|3566241461687006|Kevin|Perry|M|570 Valentine Shores Suite 960|Pomona|CA|91767|34.0812|-117.7362|154204|Architect|2003-12-09|151334592014|young_adults_male_urban.json
806-90-5088|4196479098720750|Robert|Lopez|M|63719 Murphy Shoal Apt. 196|Fresno|CA|93722|36.7918|-119.8801|570271|Press photographer|1961-07-02|390177697418|adults_50up_male_urban.json
